Review,Class
hotel día agosto lamentable subir habitaciones montacargas pasaba revisión marzo 2014 ascensores funcionaban entrabas salias montacargas gente alojada hotel deseaba suerte pudiese pasar habitaciones viejas viejas sábanas manchadas pintura manchas circulares quiero saber encima edredón toallas baño curiosas mitad blancas mitad grises poca higiene colores salía prácticamente agua grifo ducha igual hotel curioso apuntalan escaleras mas emoción luz toda odisea escaleras personal recepción,1
servicio montaje descuidadas joe nombre descuidadas comida descuidadas seguro mejores restaurantes comer cuba oír servicio lento comida buena,1
última visita lugar compañía familia sigue confirmando calidad cocina verdaderamente buena ocasión entrada pedimos flores calabaza rellenas queso salsa espejo deliciosa cremosidad,4
grupo cuatro traído aquí almuerzo viaje día habana 2015 abril invitamos guía unirse almuerzo comida encantadora comida fantástico menús comida barato razonables nivel precios comida recibido casero sabrosa realidad demasiado comer sentada bien vale pena resto bonito limpio servicio estupendo contentos detuvimos aquí comida mediodía,4
triste decepcionante ser buen restaurante ahora martirio humillante meseros despotas altaneros capitan interesa mas ver fútbol pantallas aunque pida intervenga hace caso omiso,1
alojé lugar diferente dijeron piscina puede pagar entrar hice viaje sólo unas pocas cuadras recepción preguntar piscina recepcionista dijo total cuc cuc utilizada consumo pequeño accidente resbalé línea blanca bombean piscina cortar pie izquierdo personal rápidamente corrió quinta planta médico enfermera disponibles ayudar patch camareros piscina disfrutando pedidos bebida amable increíble manuel servidor piscina super amable disculpó haber tardado tiempo llegar,4
infraestructura localización buena plan desayuno incluido rico quizás variedad excelente personal trataron forma eficiente amable disfrutamos alberca primer día mejor temperatura siguientes días fría habitación bastante confortable amplia único punto negativo cobra estacionamiento vale totalmente pena regreso monterrey tomaré primera opción,4
conocía hotel hace años cierto carece adecuado mantenimiento viajero debe tener cuenta cuba destino particular havana aún hotel hizo pie fidel castro revolucionarios llegar capital hotel hilton construido década puede respirar revolución vistas ciudad hermosas restaurante disco último piso espectaculares cierto olor humedad pasillos detalles podrían mejorarse cuba menos busca grandes hoteles lujo ver cómo viven cubanos logrado revolución lujos hoteles espectaculares personalmente busco,3
hormigas habitación grietas bajo puerta balcón precio vale pena desayunos mal buscando lugar barato alojarte lugar esperes demasiado,2
decepcionó hotel fotos publican reflejan realidad pasillos alfombras viejas sucias baño lavabo cuarteado oxidado toallas rota reservado noches solo quede,2
restaurante animados buenos comentarios llegar pedimos carta sentarnos ver precios pareció caro decirle pensábamos dijeron segundo hoy menú especial,3
esperas encontrar verdadera artesanía consigas ciudades méxico punto favor pueden llegar tener precios accesibles locales,3
hotel amplio cómodo buenas habitaciones restaurantes lamentablemente llegué lista habitación siendo check minutos espera insistí dijeron minutos entregaban perder tiempo conocer oscuresca cambiamos ropa baño salimos recorrer dejando maletas custodia desagradable reciban así hotel,3
ubicado parque fundidora horno museo honra herencia industrial ciudad pie dentro horno escalar alturas stacks museo ofrece nuevas experiencias visitantes visita obligada monterrey mencionar paseo barco llegar allí montón diversión relajante fantástico restaurante horno 400 busque crítica,5
piso ejecutivo estafa habitaciones exactamente iguales habitaciones demás pisos ejecutivos plus cacahuates rancios copa vino canapés puede llamar canapés cacahuates mas caros pagado quise informarme enteras gerente responsable tipo mas preocupado galán srita atiende piso ejecutivo atención debe tener fin mala experiencia restaurant comida mala habitaciones pequeñas incomodas escucha hacen dicen demás habitaciones alberca sucia agua helada recepción cara malos amigos mas decir regresare suerte quieran llegar ahí,1
buena atención nayla ruben adrian comida rica lugar agradable excelente detalle aniversario gracias,5
empesando botones brindaban servicio tenian presntacionn pesimaaaa higiene mejor hotel feo pasillos faltaba aseo bañoss fachada hotel horriblee queda lejosss piscina hotel isque piso ess esoo comidaa repetitivaa servicio fuee mejorr totalmente desilucionadaa,2
bueno espectacular lugar lindo excelente servicio general bueno definitivamente mejores lugares comer carne porciones sides parecieron chiquitas opciones postres buenas,3
grand luxxe lugar hermoso lujoso alojado jamás viniendo cuatro años familia novia tiempo montón piscinas restaurantes elegir encanta piscina punta ofrece gran vista océano cordillera alegría escuadrón específicamente alejandro siempre agradable servicial última noche probamos nuevo asador torre duda volveremos comida deliciosa vista incluso mejor inconvenientes nunca dan habitación buenas vistas prometido compran siempre planta baja primer piso mirando directamente follaje hecho difícil dejar establecimiento nueva carretera acceso sólo sale dirección hacia puerto vallarta incómodo tener conducir camino girar starbucks,4
alojamos samba vallarta marzo dos hijos pequeños amigos niños pequeños encantó pasamos tiempo habitaciones todas juntas amigos diferentes habitaciones así todas habitaciones estupendas mayores anticuadas pareció limpias cómodas pasamos tiempo interior modos personal servicial permitió cambiarnos habitación después par días así podría cerca amigos playa genial nunca llena pequeño complejo montón sillas playa sombra olas perfectas hacer bodyboard demasiado peligroso piscina estupenda zonas niños todas edades zona profunda adultos hijos encantó piscina comida bien espectacular duda buenas opciones siempre fresco comer gustó tamaño complejo tan pequeño nunca llenas habitación nunca lejos piscina playa piscina playa nunca demasiado ocupados general pasamos tiempo estupendo duda volveremos,4
duda restauran teya mejor merida llegas atencion limpiesa comida servicio mejor dejes vaz merida gracias estaf,5
verdad mucha gracia aconsejo expresamente ver concreto seguramente pasarás algún momento puedes dar visto,2
ordenamos dos platos ninguno disponible pedimos bebidas dos jugos solicitamos precio mesero seguro valor trajo hora pagar 000cop jugos venían promoción nunca,1
siempre llena llena niños personas bicicletas puede perderse partes,3
hotel bien situado atención espléndida habitaciones espaciosas servicios inmejorables comida buena diferente trabajadores simpáticos afables instalaciones buenas piscina alucinante,5
plaza mas vieja habana cercana edificios iglesia emblematicas tambien hoteles lugares disfrutar platos tipicos tragos,3
excelente lugar visitar excelente servicio rica comida buen ambiente lugar buen lugar visitar familia festejar cumpleaños gracias mariscos tinos hicieron familia día inolvidable,5
hotel bonito instalaciones perfecto dar vuelta turística conocerlo obstante alojarse habitaciones viejas comida tampoco rica volvería hospedarme hotel,2
experiencia extraña aquí entramos suspiro alivio tan hermoso bar menú comida bebidas genial yumm camarero dirigido servir principio fin sonrisa cualquier ojo contacto alguno bastante logro alguien tratando tomar ojo pedir recibir comida pago miraba mientras comensales curiosos guste mismo mundo bastante desagradable,4
suerte sólo quedé noche hotel parte días paquete viaje habana aunque habitación grande dos camas dobles pareció fustrante puertas balcón pudiera abrirse teléfono habitación funcionaba así emergencia fuego caminata llamada baño necesario teléfono funcionaba impresionante aire acondicionado bastante paltry así humedad compounded comida sólo soportable apenas tibia vez calor embargo gusta cerdo encantará comida incluso fría carne parecía pervasive hotel resumen falta variedad comida encontré,2
lugar céntrico sencillo comida típica yucateca famoso debe faltar visita mérida comida buena tan barata lugar,4
habana hermoso vayas vayas callecitas increibles vas descubriendo hermosos lugares gente tipo pequeños locales artesanias,4
acabamos regresar estancia encantadora hotel nacional puedo imaginar quiera ningún lugar habana hoteles modernos habana estancia nacional viaje atrás fascinante pasado habana cosas modernizado actualizado necesario bastante original permanece verdaderamente especial bien tomando paseo grandad 1930 cadillac sucede mantenido buen original nuevo bmw duda vas rápido caddie estilo elegancia gracia nunca recreado suite preciosa dormitorio octavo piso nivel executive vista espectacular mar,5
familia desayunar santo menjurje sirvieron chilaquiles salsa blanca habanero exquisitos ademas cuenta área infantil servicio comida instalaciones diez,5
primera haitacion nido cucarachas despues quejarnos cambiaron tenia aire malo malo servicio habiamos familia hace años super bien,2
